type,prefix,no,location,moonCycle,origin,artist,description,attributes__category,attributes__gender,no (new),name,gene,moonPhase,image,attributes__trait1,attributes__trait2,attributes__mobility,attributes__intelligence,attributes__ability,attributes__aura,attributes__spirit,attributes__generation
Character,MCFC,33,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71033,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmSaLdTopsmb5znU2sCZjHRqZZN2PvCceGw4sKV8fXDLGG,Humor,Wit,5,7,5,,,3
Character,MCFC,34,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71034,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmP82h7TmaLD8FAtwwABgdqu7ohBR81U5LEXg61YkBKX85,Humor,Wit,6,5,5,,,3
Character,MCFC,35,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71035,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmV714YG63Rw6eqnG6YaXFR5ZcdAMyv8Ycvu8Xmy6vypeT,Humor,Wit,5,5,5,,,3
Character,MCFC,36,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71036,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmY6Xo1Z55Zu9KtV4T2pb6b6xmgUVZ7ccZHgyhcvoZvEwN,Humor,Wit,7,6,5,,,3
Character,MCFC,37,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71037,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmbMVh8pmDDLtBeHWRrhdiQNy2Ps1y6qAZd2BAakpSCL4z,Humor,Wit,5,6,5,,,3
Character,MCFC,38,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71038,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmUFuYTgXRs2gpPycm1fuJ6x7G98ePB4pNbZUDF5M3B3LK,Humor,Wit,6,5,5,,,3
Character,MCFC,39,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71039,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/Qmbmb7NTLDk98B3NX18LvUXEt3zYJaC3JmkDWTKYRRinXQ,Humor,Wit,6,7,5,,,3
Character,MCFC,40,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71040,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmUC7n3hRMafRshtnGkDKTbDGiY4Sakexfodd72LGVTA9s,Humor,Wit,7,7,5,,,3
Character,MCFC,41,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71041,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmS7WjtK7YQfZovaHxjPcCSEnJyzdie1kZFyhYYbeAoj9i,Humor,Wit,6,5,5,,,3
Character,MCFC,42,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71042,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmTdqv8cDnoY5G3DdnccEmS6sJpU9p21bqcJXtgeAeGZt9,Humor,Wit,6,7,5,,,3
Character,MCFC,43,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71043,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmeVf7TwUFSF6pZat3Adx5KZRhTpAqjD7MU1yy2kcemsxi,Humor,Wit,5,7,5,,,3
Character,MCFC,44,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71044,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmNMw7qQzS86vRCqc4sNFgv9QAMsryezQDYg84tvQWspzr,Humor,Wit,6,5,7,,,3
Character,MCFC,45,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71045,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmWkQP3k3YGX7MiYbminQnR5LmYviLWgXXkAvdvkes61KR,Humor,Wit,5,6,7,,,3
Character,MCFC,46,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71046,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmepdhAhJajFGf8HAJU4vMbE1MLi1DnF9Ce4m3RS43xoUN,Humor,Wit,5,5,7,,,3
Character,MCFC,47,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71047,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmU6r5AJwpeUQEdWDS7d4v7VKTYieZmuwymsMMpBRib2Hx,Humor,Wit,7,5,6,,,3
Character,MCFC,48,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71048,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmdehFVZ5xrrwKXMzaLgSVkoNsLYrTnuXfucaB9URbJxKM,Humor,Wit,7,6,5,,,3
Character,MCFC,49,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71049,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmWC6cuodcqYC51juEf9raUVJi89eM7SnaLfd6gQadKmnu,Humor,Wit,7,7,7,,,3
Character,MCFC,50,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71050,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmTVzCCjfTVLjGMW2N7R1q6Uj1wBytRU3c5MJS2HMMBsMS,Humor,Wit,7,6,6,,,3
Character,MCFC,51,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71051,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmTXY38vUm1ATRjjPrfLvr82GP15DiPMUMrPxgBcHKnh2m,Humor,Wit,5,6,7,,,3
Character,MCFC,52,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71052,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/Qmdiqv5MsAC6dRpKA7GG9E9XoWqCEMoKPQHSsJ3zNCbYsg,Humor,Wit,6,6,6,,,3
Character,MCFC,53,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71053,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmaXHonvSbZMp7j1qr1SBi7XCcXqKvnMzjpUo1Y2eXjSdj,Humor,Wit,7,6,7,,,3
Character,MCFC,54,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71054,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmZdDsp5v6JDofftJhwWhEYRHquUjgmsY6sRfmQ5woi9Km,Humor,Wit,5,6,6,,,3
Character,MCFC,55,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71055,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmbaknRBoB5e6LNLz5DUGZ9bR8CriaBiEM6mfFFGEr8FkS,Humor,Wit,6,7,6,,,3
Character,MCFC,56,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71056,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmXJQtDTEHpwimsYQLBH26yzfFPZyf7C8kqUeR6KQjEp7Y,Humor,Wit,5,6,6,,,3
Character,MCFC,57,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71057,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmNdMev7NZhy1Q4eEsBtoRn4dQz9ZoE2wC7aNBfcnBCa4r,Humor,Wit,6,7,7,,,3
Character,MCFC,58,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71058,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmWHQcz6dg18DNKhY9xxkG7WPmkozfF22t7r4wXjKcfxy9,Humor,Wit,6,7,6,,,3
Character,MCFC,59,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71059,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/Qmc1iDVnbbNguom8xYx8waPpYZb1ugDYWEFjebQXMY9KTw,Humor,Wit,7,5,7,,,3
Character,MCFC,60,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71060,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmYNs9cvBATPPzBVcAe7iN2tuexenDtG76eNit5MD27Jvd,Humor,Wit,5,6,5,,,3
Character,MCFC,61,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71061,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmUtPifppTDn9aT2WKuiQnu6iLpM5G1VioHgAJBZdHRFfq,Humor,Wit,6,6,6,,,3
Character,MCFC,62,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71062,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmRE4DZNS3QZST3tga3GuDW6dWHpeazmRjocTbR4NDvHRr,Humor,Wit,7,7,6,,,3
Character,MCFC,63,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71063,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/Qmbr1UiWysxBQDHmMJYNXeWXjZhV94carmsQFXpVzYX1MR,Humor,Wit,6,5,6,,,3
Character,MCFC,64,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71064,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/Qmc649cPt9gf4MWPUna9PUxV8v3YyYxa6wdeFd2W9hZ1u2,Humor,Wit,5,7,7,,,3
Character,MCFC,65,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71065,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmVaJWquP26oGaD2nUh53phmWM7wfSJq2ACGEUwpi7e2j8,Humor,Wit,7,6,5,,,3
Character,MCFC,66,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71066,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmXFFN3LQqMnfbX6izuWYY8Vds12aX8r4t4qLkeSKuidAq,Humor,Wit,6,6,7,,,3
Character,MCFC,67,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71067,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmcFzQWT21TNvXfvCCsEqUrMVTkPJgCAMsGNNcXUDMnwR6,Humor,Wit,6,7,7,,,3
Character,MCFC,68,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71068,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmQUBtWjZZ5RQ3xYwo1irWmB9UE38Bwecvkdeb65zk9kMX,Humor,Wit,5,5,5,,,3
Character,MCFC,69,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71069,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmbDQxJDwBViBjvZVDYUWdKoq1ApTVdKRsynBmGag6a2Vu,Humor,Wit,5,5,7,,,3
Character,MCFC,70,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71070,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmeKvAoUbZP36ohezeKt69GZ1jtXZA74q3MbeYtaZ8a7KE,Humor,Wit,7,7,6,,,3
Character,MCFC,71,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71071,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmPK78tp13gNyWfV7q2ojZ5uTeesBvT2dhvaZLqDAetqcY,Humor,Wit,6,5,5,,,3
Character,MCFC,72,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71072,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmZcUmSYfLYZqpyLqGR8i8jnd9dXwzxacpgornGph4tLph,Humor,Wit,6,6,7,,,3
Character,MCFC,73,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71073,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmQHGUVLfLRphF1HgXMo4FujQBQkXB4nBnn32R4KKYDZRt,Humor,Wit,7,5,5,,,3
Character,MCFC,74,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71074,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmPtUPfgomt7vbFDNcHLS6oxLGj87mUZgstr9r5qGGGHAa,Humor,Wit,6,5,6,,,3
Character,MCFC,75,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Male,71075,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmTqvQ2TZDJLtx2aBdrLfQx38jou7dK4aNobbaLVMVqTDp,Humor,Wit,6,7,6,,,3
Character,MCFC,76,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Female,71076,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmXDaMYenLELm21G12eBz7ockex9UhiAN8ixfx9g3HYjca,Humor,Wit,6,5,7,,,3
Character,MCFC,77,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Female,71077,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmSzMZUCMi3nnTBbXvuS2YmMG6BYY9Vx2sF5gow18t5ecE,Humor,Wit,5,7,7,,,3
Character,MCFC,78,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Female,71078,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmW59nB3wDWmjhacbTHKM3DNrxN7sZxicXNKXLeMRiZNn2,Humor,Wit,6,7,5,,,3
Character,MCFC,79,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Female,71079,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmSRBqHgg76YDBZdGefYKc1qAkL3ArizgehvE5semJLKXY,Humor,Wit,7,7,5,,,3
Character,MCFC,80,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Female,71080,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmXvCsvZco6UWfRLCpMmJkfY3pZBtCyyTAp7MZ2CNhgiwD,Humor,Wit,6,6,6,,,3
Character,MCFC,81,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Female,71081,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmfLKyFnHfjvHYrUqZQwwnTt2Rp7yrFHHqvwY7E9KRwY2C,Humor,Wit,5,5,6,,,3
Character,MCFC,82,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Female,71082,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmR6y3twSfyMFrwD96Tm97PHWLwkNx7H4ew2dqRzoNgsJ5,Humor,Wit,5,5,5,,,3
Character,MCFC,83,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Female,71083,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmQAY7knkWe9G9ABaKEt2WhjiB1fXpxUVHwgu7k5mgGNKX,Humor,Wit,5,7,6,,,3
Character,MCFC,84,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Female,71084,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/Qme4RD55gqcnGhzR37yX4Qp9t66n8B7QBNiDQ2dJtcsJUZ,Humor,Wit,5,5,6,,,3
Character,MCFC,85,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Female,71085,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmUzvXbjfjWKoc8ZKXjXYPAgrKLKmxswQ4Qp56tCpHBZg6,Humor,Wit,6,6,6,,,3
Character,MCFC,86,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Female,71086,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmR9LiM5fp15VSMjVL8VWjvLU878EKLzA2taRSZDrhW9ye,Humor,Wit,7,5,7,,,3
Character,MCFC,87,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Female,71087,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmRTckUjiSxX5Nw8BgFdEm13Dmbab62vr35Bdv8Z5qNKDq,Humor,Wit,5,7,6,,,3
Character,MCFC,88,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Female,71088,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmPSaJwgidMUfvQZSSmmozHweUpYKxTN5npeWw38iMDrd3,Humor,Wit,6,5,7,,,3
Character,MCFC,89,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Female,71089,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmYYsEUAgKYEjy6FcYFwKfYBznNyCrQzA3b8gyJPscvEzU,Humor,Wit,7,5,7,,,3
Character,MCFC,90,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Female,71090,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmcQUDoz1SqYyUuGTT7jJwthTScmvEwSugXRaoUNvKEbcX,Humor,Wit,5,7,6,,,3
Character,MCFC,91,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Female,71091,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmbGPQHmU5WFmYzkHeWV7j1ighKqYxjgk4eg1Gosr95Wec,Humor,Wit,7,6,7,,,3
Character,MCFC,92,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Female,71092,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmeXt93rSpgoSe9AGqCjyE2mbyeuRQa1LrXahdqmd5B1AF,Humor,Wit,5,6,5,,,3
Character,MCFC,93,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Female,71093,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmUMTVaroNgausSeXf9unCUg6Qkk1jUptWyfawh55PPEXw,Humor,Wit,6,6,7,,,3
Character,MCFC,94,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Female,71094,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmZs5BpTs5bYuwcLaw87R1ByevVsJeXVYw73uop6fHy5LY,Humor,Wit,5,5,6,,,3
Character,MCFC,95,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Female,71095,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmPdZbwVrEV21cJ6jmQ3u9CW3edixjjMx4vkwYkyTCR6sx,Humor,Wit,7,7,7,,,3
Character,MCFC,96,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Female,71096,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmdZzHENU7UYQeg8xPfFh212JVDcTATCFpE3Z5b3f44YeH,Humor,Wit,7,6,7,,,3
Character,MCFC,97,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Female,71097,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/Qma1FmZexVh2YUB7a9TWNPYEM3ufpiZ71TxpWCjfpm3tfM,Humor,Wit,5,7,5,,,3
Character,MCFC,98,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Female,71098,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmZ2yC2CP8H2GSDSQx6VnWv588xWhD9YPsWjwZrF2niKcY,Humor,Wit,6,6,7,,,3
Character,MCFC,99,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Female,71099,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmQPZfG1wyMy3VhL3T4Jq5khHaEshUPkk3LcuzcCKi6n2D,Humor,Wit,7,5,6,,,3
Character,MCFC,100,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Female,71100,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmZ9QUSwVkUcrek4PBWDMRTmHZ4gJJ1aRttR4LFiVyd4aY,Humor,Wit,6,7,6,,,3
Character,MCFC,101,Moon,1,Dark Side,GIN,"It may have more muscles, making it one strong frog, but its goofy tongue and personality have not gone anywhere. Fender is still the comedian it was before who’s always looking to share a laugh.",Moon Creature,Female,71101,Fender,Frog,First Quarter,https://ipfs.tothemoon.net/ipfs/QmYmUvqdigC1tMveqK15xd6aNqE4mVR2KkHZ1g2ryJ85G7,Humor,Wit,6,5,6,,,3
